200, 0.00115999698639, 7.99989700317e-05
400, 0.00323998451233, 0.000260009765625
600, 0.00574001312256, 0.000419998168945
800, 0.00989996433258, 0.000480003356934
1000, 0.013659992218, 0.00068000793457
1200, 0.018639998436, 0.000679998397827
1400, 0.0242000007629, 0.00100000858307
1600, 0.0309199857712, 0.00110000133514
1800, 0.0387200403214, 0.00127996444702
2000, 0.0464000177383, 0.00149998664856
2200, 0.0547000026703, 0.00142000198364
2400, 0.0644000053406, 0.00176000595093
2600, 0.0741799974442, 0.00194000720978
2800, 0.0837800073624, 0.00207998752594
3000, 0.0974399995804, 0.00240000247955
3200, 0.106660022736, 0.00235999107361
3400, 0.121140007973, 0.00270001411438
3600, 0.133059983253, 0.00297998428345
3800, 0.14849998951, 0.00310001373291
4000, 0.16311999321, 0.0031800031662
4200, 0.180019984245, 0.00345998764038
4400, 0.19271999836, 0.00371998310089
4600, 0.208940005302, 0.00372000694275
4800, 0.226739997864, 0.00416000366211
5000, 0.242940006256, 0.00418000221252
5200, 0.264099984169, 0.00443999290466
5400, 0.282760004997, 0.00460000038147
5600, 0.299340009689, 0.00481998920441
5800, 0.316879997253, 0.00499999523163
6000, 0.338380017281, 0.00525999546051
6200, 0.362619991302, 0.00544002056122
6400, 0.388799991608, 0.00567999839783
6600, 0.410479998589, 0.00586000442505
6800, 0.440420012474, 0.00603998661041
7000, 0.454579977989, 0.00620001316071
7200, 0.482600007057, 0.00636000156403
7400, 0.510739989281, 0.00670001983643
7600, 0.533499984741, 0.00690001964569
7800, 0.567580018044, 0.00707999229431
8000, 0.585219993591, 0.00751996994019
8200, 0.614660005569, 0.00758000850677
8400, 0.64990000248, 0.00785998821259
8600, 0.67837998867, 0.00794000148773
8800, 0.700399999619, 0.00827999591827
9000, 0.735259990692, 0.00838000774384
9200, 0.782740001678, 0.00861999511719
9400, 0.798839988708, 0.00904003620148
9600, 0.820300021172, 0.00904000282288
9800, 0.86326002121, 0.00927999019623
10000, 0.901360011101, 0.00966000080109
